country rate year 
Lesotho 5.81 1968 
Lesotho 5.81 1969 
Lesotho 5.81 1970 
Lesotho 5.81 1971 
Liberia 6.43 1961 
Liberia 6.45 1962 
Liberia 6.48 1963 
Liberia 6.5 1964 
Liberia 6.52 1965 
Liberia 6.55 1966 
Liberia 6.58 1967 
Liberia 6.62 1968 
Liberia 6.66 1969 
Liberia 6.7 1970 
Liberia 6.74 1971 
Libya 7.24 1961 
Libya 7.31 1962 
Libya 7.4 1963 
Libya 7.52 1964 
Libya 7.65 1965 
Libya 7.78 1966 
Libya 7.91 1967 
Libya 8.01 1968 
Libya 8.09 1969 
Libya 8.13 1970 
Libya 8.15 1971 
Lithuania 2.49 1961 
Lithuania 2.45 1962 
Lithuania 2.41 1963 
Lithuania 2.38 1964 
Lithuania 2.35 1965 
Lithuania 2.33 1966 
Lithuania 2.32 1967 
Lithuania 2.31 1968 
Lithuania 2.31 1969 
Lithuania 2.31 1970 
Lithuania 2.3 1971 
Luxembourg 2.38 1961 
Luxembourg 2.39 1962 
Luxembourg 2.39 1963 
Luxembourg 2.37 1964 
Luxembourg 2.34 1965 
Luxembourg 2.29 1966 
Luxembourg 2.22 1967 
Luxembourg 2.14 1968 
Luxembourg 2.05 1969 
Luxembourg 1.96 1970 
Luxembourg 1.87 1971 
Madagascar 7.3 1961 
Madagascar 7.3 1962 
Madagascar 7.31 1963 
Madagascar 7.31 1964 
Madagascar 7.31 1965 
Madagascar 7.31 1966 
Madagascar 7.3 1967 
Madagascar 7.3 1968 
Madagascar 7.29 1969 
Madagascar 7.27 1970 
Madagascar 7.25 1971 
Malawi 6.96 1961 
Malawi 6.99 1962 
Malawi 7.02 1963 
Malawi 7.06 1964 
Malawi 7.1 1965 
Malawi 7.14 1966 
Malawi 7.18 1967 
Malawi 7.22 1968 
Malawi 7.26 1969 
Malawi 7.3 1970 
Malawi 7.35 1971 
Malaysia 6.42 1961 
Malaysia 6.35 1962 
Malaysia 6.25 1963 
Malaysia 6.1 1964 
Malaysia 5.92 1965 
Malaysia 5.73 1966 
Malaysia 5.53 1967 
Malaysia 5.34 1968 
Malaysia 5.17 1969 
Malaysia 5.01 1970 
Malaysia 4.88 1971 
Maldives 7.08 1961 
Maldives 7.12 1962 
Maldives 7.15 1963 
Maldives 7.18 1964 
Maldives 7.2 1965 
Maldives 7.22 1966 
Maldives 7.23 1967 
Maldives 7.24 1968 
Maldives 7.24 1969 
Maldives 7.23 1970 
Maldives 7.2 1971 
Mali 6.98 1961 
Mali 6.99 1962 
Mali 7.01 1963 
Mali 7.03 1964 
Mali 7.05 1965 
Mali 7.07 1966 
Mali 7.09 1967 
Mali 7.11 1968 
Mali 7.12 1969 
Mali 7.13 1970 
Mali 7.14 1971 
Malta 3.38 1961 
Malta 3.2 1962 
Malta 3.01 1963 
Malta 2.8 1964 
Malta 2.59 1965 
Malta 2.4 1966 
Malta 2.24 1967 
Malta 2.11 1968 
Malta 2.02 1969 
Malta 1.98 1970 
Malta 1.96 1971 
Mauritania 6.79 1961 
Mauritania 6.79 1962 
Mauritania 6.8 1963 
Mauritania 6.8 1964 
Mauritania 6.8 1965 
Mauritania 6.8 1966 
Mauritania 6.8 1967 
Mauritania 6.8 1968 
Mauritania 6.79 1969 
Mauritania 6.78 1970 
Mauritania 6.77 1971 
Mauritius 6.18 1961 
Mauritius 6.12 1962 
Mauritius 5.99 1963 
Mauritius 5.79 1964 
Mauritius 5.51 1965 
Mauritius 5.19 1966 
Mauritius 4.85 1967 
Mauritius 4.52 1968 
Mauritius 4.21 1969 
Mauritius 3.95 1970 
Mauritius 3.74 1971 
Mexico 6.76 1961 
Mexico 6.76 1962 
Mexico 6.75 1963 
Mexico 6.75 1964 
Mexico 6.76 1965 
Mexico 6.77 1966 
Mexico 6.79 1967 
Mexico 6.81 1968 
Mexico 6.83 1969 
Mexico 6.83 1970 
Mexico 6.79 1971 
Micronesia Fed. Sts. 6.92 1961 
Micronesia Fed. Sts. 6.91 1962 
Micronesia Fed. Sts. 6.9 1963 
Micronesia Fed. Sts. 6.89 1964 
Micronesia Fed. Sts. 6.89 1965 
Micronesia Fed. Sts. 6.9 1966 
Micronesia Fed. Sts. 6.91 1967 
Micronesia Fed. Sts. 6.92 1968 
Micronesia Fed. Sts. 6.94 1969 
Micronesia Fed. Sts. 6.94 1970 
Micronesia Fed. Sts. 6.93 1971 
Moldova 3.26 1961 
Moldova 3.18 1962 
Moldova 3.09 1963 
Moldova 2.99 1964 
Moldova 2.89 1965 
Moldova 2.8 1966 
Moldova 2.72 1967 
Moldova 2.66 1968 
Moldova 2.61 1969 
Moldova 2.58 1970 
Moldova 2.56 1971 
Mongolia 7.17 1961 
Mongolia 7.35 1962 
Mongolia 7.48 1963 
Mongolia 7.56 1964 
Mongolia 7.59 1965 
Mongolia 7.6 1966 
Mongolia 7.59 1967 
Mongolia 7.58 1968 
Mongolia 7.58 1969 
Mongolia 7.57 1970 
Mongolia 7.55 1971 
Montenegro 3.52 1961 
Montenegro 3.44 1962 
Montenegro 3.34 1963 
Montenegro 3.25 1964 
Montenegro 3.15 1965 
Montenegro 3.05 1966 
Montenegro 2.95 1967 
Montenegro 2.87 1968 
Montenegro 2.8 1969 
Montenegro 2.74 1970 
Montenegro 2.68 1971 
Morocco 7.07 1961 
Morocco 7.09 1962 
Morocco 7.09 1963 
Morocco 7.07 1964 
Morocco 7.03 1965 
Morocco 6.97 1966 
Morocco 6.9 1967 
Morocco 6.82 1968 
Morocco 6.74 1969 
Morocco 6.65 1970 
Morocco 6.55 1971 
Mozambique 6.94 1961 
Mozambique 6.92 1962 
Mozambique 6.9 1963 
Mozambique 6.88 1964 
Mozambique 6.87 1965 
Mozambique 6.86 1966 
Mozambique 6.86 1967 
Mozambique 6.85 1968 
Mozambique 6.85 1969 
Mozambique 6.84 1970 
Mozambique 6.82 1971 
Myanmar 6.07 1961 
Myanmar 6.1 1962 
Myanmar 6.12 1963 
Myanmar 6.13 1964 
Myanmar 6.14 1965 
Myanmar 6.13 1966 
Myanmar 6.11 1967 
Myanmar 6.08 1968 
Myanmar 6.03 1969 
Myanmar 5.96 1970 
Myanmar 5.88 1971 
Namibia 6.17 1961 
Namibia 6.18 1962 
Namibia 6.2 1963 
Namibia 6.22 1964 
Namibia 6.24 1965 
Namibia 6.26 1966 
Namibia 6.3 1967 
Namibia 6.35 1968 
Namibia 6.4 1969 
Namibia 6.46 1970 
Namibia 6.52 1971 
Nepal 5.96 1961 
Nepal 5.96 1962 
Nepal 5.96 1963 
Nepal 5.97 1964 
Nepal 5.97 1965 
Nepal 5.96 1966 
Nepal 5.96 1967 
Nepal 5.95 1968 
Nepal 5.93 1969 
Nepal 5.92 1970 
Nepal 5.9 1971 
Netherlands 3.22 1961 
Netherlands 3.18 1962 
Netherlands 3.19 1963 
Netherlands 3.17 1964 
Netherlands 3.04 1965 
Netherlands 2.9 1966 
Netherlands 2.81 1967 
Netherlands 2.72 1968 
Netherlands 2.75 1969 
Netherlands 2.57 1970 
Netherlands 2.36 1971 
New Zealand 3.61 1961 
New Zealand 3.51 1962 
New Zealand 3.41 1963 
New Zealand 3.22 1964 
New Zealand 3.05 1965 
New Zealand 3.13 1966 
New Zealand 3 1967 
New Zealand 3.02 1968 
New Zealand 3.01 1969 
New Zealand 2.95 1970 
New Zealand 3.02 1971 
Nicaragua 7.26 1961 
Nicaragua 7.18 1962 
Nicaragua 7.11 1963 
Nicaragua 7.05 1964 
Nicaragua 7.01 1965 
Nicaragua 6.98 1966 
Nicaragua 6.96 1967 
Nicaragua 6.94 1968 
Nicaragua 6.92 1969 
Nicaragua 6.89 1970 
Nicaragua 6.86 1971 
Niger 7.47 1961 
Niger 7.49 1962 
Niger 7.51 1963 
Niger 7.52 1964 
Niger 7.53 1965 
Niger 7.54 1966 
Niger 7.54 1967 
Niger 7.55 1968 
Niger 7.56 1969 
Niger 7.57 1970 
Niger 7.58 1971 
Nigeria 6.35 1961 
Nigeria 6.35 1962 
Nigeria 6.34 1963 
Nigeria 6.34 1964 
Nigeria 6.34 1965 
Nigeria 6.34 1966 
Nigeria 6.36 1967 
Nigeria 6.39 1968 
Nigeria 6.43 1969 
Nigeria 6.47 1970 
Nigeria 6.52 1971 
North Korea 4.36 1961 
North Korea 4.17 1962 
North Korea 4.06 1963 
North Korea 4.02 1964 
North Korea 4.06 1965 
North Korea 4.16 1966 
North Korea 4.26 1967 
North Korea 4.33 1968 
North Korea 4.35 1969 
North Korea 4.32 1970 
North Korea 4.21 1971 
North Macedonia 3.76 1961 
North Macedonia 3.69 1962 
North Macedonia 3.64 1963 
North Macedonia 3.6 1964 
North Macedonia 3.55 1965 
North Macedonia 3.5 1966 
North Macedonia 3.44 1967 
North Macedonia 3.36 1968 
North Macedonia 3.27 1969 
North Macedonia 3.16 1970 
North Macedonia 3.04 1971 
Norway 2.91 1961 
Norway 2.89 1962 
Norway 2.91 1963 
Norway 2.96 1964 
Norway 2.93 1965 
Norway 2.89 1966 
Norway 2.8 1967 
Norway 2.75 1968 
Norway 2.69 1969 
Norway 2.5 1970 
Norway 2.49 1971 
Oman 7.25 1961 
Oman 7.25 1962 
Oman 7.26 1963 
Oman 7.26 1964 
Oman 7.27 1965 
Oman 7.28 1966 
Oman 7.28 1967 
Oman 7.29 1968 
Oman 7.29 1969 
Oman 7.31 1970 
Oman 7.35 1971 
Pakistan 6.6 1961 
Pakistan 6.6 1962 
Pakistan 6.6 1963 
Pakistan 6.6 1964 
Pakistan 6.6 1965 
Pakistan 6.6 1966 
Pakistan 6.6 1967 
Pakistan 6.6 1968 
Pakistan 6.6 1969 
Pakistan 6.6 1970 
Pakistan 6.6 1971 
Palestine 7.8 1961 
Palestine 7.91 1962 
Palestine 7.99 1963 
Palestine 8.04 1964 
Palestine 8.06 1965 
Palestine 8.05 1966 
Palestine 8.02 1967 
Palestine 7.98 1968 
Palestine 7.92 1969 
Palestine 7.86 1970 
Palestine 7.8 1971 
Panama 5.85 1961 
Panama 5.81 1962 
Panama 5.77 1963 
Panama 5.71 1964 
Panama 5.64 1965 
Panama 5.56 1966 
Panama 5.47 1967 
Panama 5.38 1968 
Panama 5.28 1969 
Panama 5.17 1970 
Panama 5.06 1971 
Papua New Guinea 6.28 1961 
Papua New Guinea 6.28 1962 
Papua New Guinea 6.28 1963 
Papua New Guinea 6.27 1964 
Papua New Guinea 6.26 1965 
Papua New Guinea 6.24 1966 
Papua New Guinea 6.23 1967 
Papua New Guinea 6.21 1968 
Papua New Guinea 6.19 1969 
Papua New Guinea 6.16 1970 
Papua New Guinea 6.14 1971 
Paraguay 6.49 1961 
Paraguay 6.47 1962 
Paraguay 6.45 1963 
Paraguay 6.41 1964 
Paraguay 6.36 1965 
Paraguay 6.28 1966 
Paraguay 6.17 1967 
Paraguay 6.04 1968 
Paraguay 5.89 1969 
Paraguay 5.74 1970 
Paraguay 5.59 1971 
Peru 6.97 1961 
Peru 6.96 1962 
Peru 6.95 1963 
Peru 6.92 1964 
Peru 6.88 1965 
Peru 6.82 1966 
Peru 6.73 1967 
Peru 6.63 1968 
Peru 6.51 1969 
Peru 6.38 1970 
Peru 6.24 1971 
Philippines 7.09 1961 
Philippines 7.02 1962 
Philippines 6.95 1963 
Philippines 6.87 1964 
Philippines 6.78 1965 
Philippines 6.69 1966 
Philippines 6.59 1967 
Philippines 6.49 1968 
Philippines 6.38 1969 
Philippines 6.26 1970 
Philippines 6.15 1971 
Poland 2.96 1961 
Poland 2.82 1962 
Poland 2.69 1963 
Poland 2.57 1964 
Poland 2.48 1965 
Poland 2.41 1966 
Poland 2.35 1967 
Poland 2.31 1968 
Poland 2.28 1969 
Poland 2.25 1970 
Poland 2.24 1971 
Portugal 3.18 1961 
Portugal 3.19 1962 
Portugal 3.19 1963 
Portugal 3.19 1964 
Portugal 3.18 1965 
Portugal 3.16 1966 
Portugal 3.13 1967 
Portugal 3.09 1968 
Portugal 3.05 1969 
Portugal 2.99 1970 
Portugal 2.94 1971 
Qatar 6.97 1961 
Qatar 6.98 1962 
Qatar 6.98 1963 
Qatar 6.99 1964 
Qatar 6.99 1965 
Qatar 6.99 1966 
Qatar 6.98 1967 
Qatar 6.97 1968 
Qatar 6.95 1969 
Qatar 6.91 1970 
Qatar 6.86 1971 
Romania 2.25 1961 
Romania 2.22 1962 
Romania 2.25 1963 
Romania 2.33 1964 
Romania 2.46 1965 
Romania 2.59 1966 
Romania 2.71 1967 
Romania 2.79 1968 
Romania 2.83 1969 
Romania 2.82 1970 
Romania 2.79 1971 
Russia 2.46 1961 
Russia 2.34 1962 
Russia 2.28 1963 
Russia 2.16 1964 
Russia 2.09 1965 
Russia 2.1 1966 
Russia 2.01 1967 
Russia 1.97 1968 
Russia 1.98 1969 
Russia 2 1970 
Russia 2.02 1971 
Rwanda 8.19 1961 
Rwanda 8.2 1962 
Rwanda 8.2 1963 
Rwanda 8.2 1964 
Rwanda 8.2 1965 
Rwanda 8.2 1966 
Rwanda 8.2 1967 
Rwanda 8.21 1968 
Rwanda 8.22 1969 
Rwanda 8.23 1970 
Rwanda 8.25 1971 
Samoa 7.65 1961 
Samoa 7.63 1962 
Samoa 7.6 1963 
Samoa 7.57 1964 
Samoa 7.52 1965 
Samoa 7.46 1966 
Samoa 7.4 1967 
Samoa 7.33 1968 
Samoa 7.27 1969 
Samoa 7.19 1970 
Samoa 7.12 1971 
Sao Tome and Principe 6.26 1961 
Sao Tome and Principe 6.28 1962 
Sao Tome and Principe 6.31 1963 
Sao Tome and Principe 6.33 1964 
Sao Tome and Principe 6.35 1965 
Sao Tome and Principe 6.37 1966 
Sao Tome and Principe 6.39 1967 
Sao Tome and Principe 6.42 1968 
Sao Tome and Principe 6.44 1969 
Sao Tome and Principe 6.47 1970 
Sao Tome and Principe 6.49 1971 
Saudi Arabia 7.23 1961 
Saudi Arabia 7.24 1962 
Saudi Arabia 7.25 1963 
Saudi Arabia 7.26 1964 
Saudi Arabia 7.26 1965 
Saudi Arabia 7.26 1966 
Saudi Arabia 7.26 1967 
Saudi Arabia 7.27 1968 
Saudi Arabia 7.27 1969 
Saudi Arabia 7.28 1970 
Saudi Arabia 7.29 1971 
Senegal 7.04 1961 
Senegal 7.08 1962 
Senegal 7.12 1963 
Senegal 7.15 1964 
Senegal 7.19 1965 
Senegal 7.22 1966 
Senegal 7.24 1967 
Senegal 7.26 1968 
Senegal 7.28 1969 
Senegal 7.29 1970 
Senegal 7.3 1971 
Serbia 2.49 1961 
Serbia 2.48 1962 
Serbia 2.48 1963 
Serbia 2.48 1964 
Serbia 2.47 1965 
Serbia 2.45 1966 
Serbia 2.44 1967 
Serbia 2.42 1968 
Serbia 2.4 1969 
Serbia 2.39 1970 
Serbia 2.38 1971 
Seychelles 5.4 1961 
Seychelles 5.53 1962 
Seychelles 5.65 1963 
Seychelles 5.76 1964 
Seychelles 5.84 1965 
Seychelles 5.89 1966 
Seychelles 5.92 1967 
Seychelles 5.9 1968 
Seychelles 5.85 1969 
Seychelles 5.76 1970 
Seychelles 5.63 1971 
Sierra Leone 6.17 1961 
Sierra Leone 6.22 1962 
Sierra Leone 6.26 1963 
Sierra Leone 6.3 1964 
Sierra Leone 6.34 1965 
Sierra Leone 6.37 1966 
Sierra Leone 6.4 1967 
Sierra Leone 6.43 1968 
Sierra Leone 6.47 1969 
Sierra Leone 6.5 1970 
Sierra Leone 6.52 1971 
Singapore 5.56 1961 
Singapore 5.27 1962 
Singapore 4.97 1963 
Singapore 4.66 1964 
Singapore 4.36 1965 
Singapore 4.07 1966 
Singapore 3.82 1967 
Singapore 3.58 1968 
Singapore 3.38 1969 
Singapore 3.19 1970 
Singapore 3.01 1971 
Slovak Republic 3.01 1961 
Slovak Republic 2.94 1962 
Slovak Republic 2.86 1963 
Slovak Republic 2.78 1964 
Slovak Republic 2.7 1965 
Slovak Republic 2.64 1966 
Slovak Republic 2.58 1967 
Slovak Republic 2.54 1968 
Slovak Republic 2.51 1969 
Slovak Republic 2.5 1970 
Slovak Republic 2.5 1971 
Slovenia 2.33 1961 
Slovenia 2.33 1962 
Slovenia 2.32 1963 
Slovenia 2.31 1964 
Slovenia 2.3 1965 
Slovenia 2.29 1966 
Slovenia 2.27 1967 
Slovenia 2.26 1968 
Slovenia 2.24 1969 
Slovenia 2.23 1970 
Slovenia 2.22 1971 
Solomon Islands 6.39 1961 
Solomon Islands 6.38 1962 
Solomon Islands 6.39 1963 
Solomon Islands 6.39 1964 
Solomon Islands 6.42 1965 
Solomon Islands 6.47 1966 
Solomon Islands 6.55 1967 
Solomon Islands 6.66 1968 
Solomon Islands 6.78 1969 
Solomon Islands 6.91 1970 
Solomon Islands 7.04 1971 
Somalia 7.25 1961 
Somalia 7.26 1962 
Somalia 7.26 1963 
Somalia 7.26 1964 
Somalia 7.26 1965 
Somalia 7.26 1966 
Somalia 7.25 1967 
Somalia 7.23 1968 
Somalia 7.21 1969 
Somalia 7.18 1970 
Somalia 7.15 1971 
South Africa 6.13 1961 
South Africa 6.08 1962 
South Africa 6.03 1963 
South Africa 5.97 1964 
South Africa 5.92 1965 
South Africa 5.86 1966 
South Africa 5.81 1967 
South Africa 5.77 1968 
South Africa 5.72 1969 
South Africa 5.67 1970 
South Africa 5.61 1971 
South Korea 5.93 1961 
South Korea 5.74 1962 
South Korea 5.53 1963 
South Korea 5.33 1964 
South Korea 5.13 1965 
South Korea 4.94 1966 
South Korea 4.77 1967 
South Korea 4.62 1968 
South Korea 4.47 1969 
South Korea 4.34 1970 
South Korea 4.19 1971 
South Sudan 6.71 1961 
South Sudan 6.74 1962 
South Sudan 6.76 1963 
South Sudan 6.79 1964 
South Sudan 6.81 1965 
South Sudan 6.83 1966 
South Sudan 6.85 1967 
South Sudan 6.87 1968 
South Sudan 6.88 1969 
South Sudan 6.89 1970 
South Sudan 6.9 1971 
Spain 2.79 1961 
Spain 2.8 1962 
Spain 2.82 1963 
Spain 2.83 1964 
Spain 2.83 1965 
Spain 2.84 1966 
Spain 2.85 1967 
Spain 2.86 1968 
Spain 2.87 1969 
Spain 2.87 1970 
Spain 2.87 1971 
Sri Lanka 5.42 1961 
Sri Lanka 5.3 1962 
Sri Lanka 5.18 1963 
Sri Lanka 5.07 1964 
Sri Lanka 4.96 1965 
Sri Lanka 4.85 1966 
Sri Lanka 4.73 1967 
Sri Lanka 4.61 1968 
Sri Lanka 4.48 1969 
Sri Lanka 4.34 1970 
Sri Lanka 4.21 1971 
St. Lucia 6.93 1961 
St. Lucia 6.88 1962 
St. Lucia 6.82 1963 
St. Lucia 6.76 1964 
St. Lucia 6.69 1965 
St. Lucia 6.61 1966 
St. Lucia 6.51 1967 
St. Lucia 6.39 1968 
St. Lucia 6.25 1969 
St. Lucia 6.1 1970 
St. Lucia 5.95 1971 
St. Vincent and the Grenadines 7.16 1961 
St. Vincent and the Grenadines 7.07 1962 
St. Vincent and the Grenadines 6.98 1963 
St. Vincent and the Grenadines 6.88 1964 
St. Vincent and the Grenadines 6.76 1965 
St. Vincent and the Grenadines 6.63 1966 
St. Vincent and the Grenadines 6.49 1967 
St. Vincent and the Grenadines 6.35 1968 
St. Vincent and the Grenadines 6.19 1969 
St. Vincent and the Grenadines 6.01 1970 
St. Vincent and the Grenadines 5.83 1971 
Sudan 6.71 1961 
Sudan 6.74 1962 
Sudan 6.76 1963 
Sudan 6.79 1964 
Sudan 6.81 1965 
Sudan 6.83 1966 
Sudan 6.85 1967 
Sudan 6.87 1968 
Sudan 6.88 1969 
Sudan 6.89 1970 
Sudan 6.9 1971 
Suriname 6.59 1961 
Suriname 6.56 1962 
Suriname 6.5 1963 
Suriname 6.41 1964 
Suriname 6.3 1965 
Suriname 6.18 1966 
Suriname 6.05 1967 
Suriname 5.92 1968 
Suriname 5.79 1969 
Suriname 5.65 1970 
Suriname 5.5 1971 
Sweden 2.23 1961 
Sweden 2.26 1962 
Sweden 2.33 1963 
Sweden 2.48 1964 
Sweden 2.41 1965 
Sweden 2.36 1966 
Sweden 2.27 1967 
Sweden 2.07 1968 
Sweden 1.92 1969 
Sweden 1.92 1970 
Sweden 1.96 1971 
Switzerland 2.55 1961 
Switzerland 2.58 1962 
Switzerland 2.58 1963 
Switzerland 2.56 1964 
Switzerland 2.53 1965 
Switzerland 2.47 1966 
Switzerland 2.4 1967 
Switzerland 2.31 1968 
Switzerland 2.22 1969 
Switzerland 2.12 1970 
Switzerland 2.02 1971 
Syria 7.5 1961 
Syria 7.52 1962 
Syria 7.54 1963 
Syria 7.56 1964 
Syria 7.56 1965 
Syria 7.57 1966 
Syria 7.57 1967 
Syria 7.57 1968 
Syria 7.57 1969 
Syria 7.57 1970 
Syria 7.57 1971 
Tajikistan 6.66 1961 
Tajikistan 6.76 1962 
Tajikistan 6.84 1963 
Tajikistan 6.91 1964 
Tajikistan 6.96 1965 
Tajikistan 7 1966 
Tajikistan 7.02 1967 
Tajikistan 7.04 1968 
Tajikistan 7.03 1969 
Tajikistan 7 1970 
Tajikistan 6.94 1971 
Tanzania 6.81 1961 
Tanzania 6.8 1962 
Tanzania 6.8 1963 
Tanzania 6.8 1964 
Tanzania 6.8 1965 
Tanzania 6.8 1966 
Tanzania 6.79 1967 
Tanzania 6.79 1968 
Tanzania 6.78 1969 
Tanzania 6.77 1970 
Tanzania 6.77 1971 
Thailand 6.15 1961 
Thailand 6.16 1962 
Thailand 6.16 1963 
Thailand 6.15 1964 
Thailand 6.13 1965 
Thailand 6.08 1966 
Thailand 6.01 1967 
Thailand 5.9 1968 
Thailand 5.76 1969 
Thailand 5.6 1970 
Thailand 5.4 1971 
Timor-Leste 6.38 1961 
Timor-Leste 6.38 1962 
Timor-Leste 6.37 1963 
Timor-Leste 6.35 1964 
Timor-Leste 6.31 1965 
Timor-Leste 6.27 1966 
Timor-Leste 6.21 1967 
Timor-Leste 6.13 1968 
Timor-Leste 6.04 1969 
Timor-Leste 5.92 1970 
Timor-Leste 5.75 1971 
Togo 6.57 1961 
Togo 6.62 1962 
Togo 6.68 1963 
Togo 6.73 1964 
Togo 6.79 1965 
Togo 6.85 1966 
Togo 6.91 1967 
Togo 6.97 1968 
Togo 7.03 1969 
Togo 7.08 1970 
Togo 7.14 1971 
Tonga 7.35 1961 
Tonga 7.3 1962 
Tonga 7.23 1963 
Tonga 7.12 1964 
Tonga 6.97 1965 
Tonga 6.8 1966 
Tonga 6.59 1967 
Tonga 6.37 1968 
Tonga 6.15 1969 
Tonga 5.94 1970 
Tonga 5.76 1971 
Trinidad and Tobago 5.18 1961 
Trinidad and Tobago 5.05 1962 
Trinidad and Tobago 4.87 1963 
Trinidad and Tobago 4.66 1964 
Trinidad and Tobago 4.43 1965 
Trinidad and Tobago 4.2 1966 
Trinidad and Tobago 3.99 1967 
Trinidad and Tobago 3.8 1968 
Trinidad and Tobago 3.66 1969 
Trinidad and Tobago 3.55 1970 
Trinidad and Tobago 3.48 1971 
Tunisia 6.97 1961 
Tunisia 6.99 1962 
Tunisia 7.01 1963 
Tunisia 7.02 1964 
Tunisia 7.01 1965 
Tunisia 6.98 1966 
Tunisia 6.94 1967 
Tunisia 6.88 1968 
Tunisia 6.8 1969 
Tunisia 6.71 1970 
Tunisia 6.59 1971 
Turkey 6.3 1961 
Turkey 6.24 1962 
Turkey 6.17 1963 
Turkey 6.09 1964 
Turkey 6.01 1965 
Turkey 5.93 1966 
Turkey 5.86 1967 
Turkey 5.78 1968 
Turkey 5.7 1969 
Turkey 5.62 1970 
Turkey 5.53 1971 
Turkmenistan 6.69 1961 
Turkmenistan 6.76 1962 
Turkmenistan 6.79 1963 
Turkmenistan 6.79 1964 
Turkmenistan 6.76 1965 
Turkmenistan 6.7 1966 
Turkmenistan 6.64 1967 
Turkmenistan 6.56 1968 
Turkmenistan 6.48 1969 
Turkmenistan 6.4 1970 
Turkmenistan 6.32 1971 
Uganda 7.02 1961 
Uganda 7.04 1962 
Uganda 7.06 1963 
Uganda 7.08 1964 
Uganda 7.09 1965 
Uganda 7.11 1966 
Uganda 7.11 1967 
Uganda 7.12 1968 
Uganda 7.12 1969 
Uganda 7.12 1970 
Uganda 7.11 1971 
Ukraine 2.31 1961 
Ukraine 2.21 1962 
Ukraine 2.13 1963 
Ukraine 2.07 1964 
Ukraine 2.03 1965 
Ukraine 2.02 1966 
Ukraine 2.01 1967 
Ukraine 2.02 1968 
Ukraine 2.03 1969 
Ukraine 2.05 1970 
Ukraine 2.06 1971 
United Arab Emirates 6.91 1961 
United Arab Emirates 6.89 1962 
United Arab Emirates 6.88 1963 
United Arab Emirates 6.86 1964 
United Arab Emirates 6.84 1965 
United Arab Emirates 6.82 1966 
United Arab Emirates 6.79 1967 
United Arab Emirates 6.76 1968 
United Arab Emirates 6.71 1969 
United Arab Emirates 6.66 1970 
United Arab Emirates 6.58 1971 
United Kingdom 2.75 1961 
United Kingdom 2.79 1962 
United Kingdom 2.8 1963 
United Kingdom 2.79 1964 
United Kingdom 2.76 1965 
United Kingdom 2.7 1966 
United Kingdom 2.61 1967 
United Kingdom 2.52 1968 
United Kingdom 2.41 1969 
United Kingdom 2.29 1970 
United Kingdom 2.18 1971 
United States 3.63 1961 
United States 3.48 1962 
United States 3.35 1963 
United States 3.22 1964 
United States 2.93 1965 
United States 2.71 1966 
United States 2.56 1967 
United States 2.47 1968 
United States 2.46 1969 
United States 2.46 1970 
United States 2.27 1971 
Uruguay 2.89 1961 
Uruguay 2.88 1962 
Uruguay 2.87 1963 
Uruguay 2.86 1964 
Uruguay 2.84 1965 
Uruguay 2.83 1966 
Uruguay 2.83 1967 
Uruguay 2.84 1968 
Uruguay 2.87 1969 
Uruguay 2.9 1970 
Uruguay 2.94 1971 
Uzbekistan 6.36 1961 
Uzbekistan 6.44 1962 
Uzbekistan 6.49 1963 
Uzbekistan 6.52 1964 
Uzbekistan 6.52 1965 
Uzbekistan 6.5 1966 
Uzbekistan 6.46 1967 
Uzbekistan 6.42 1968 
Uzbekistan 6.38 1969 
Uzbekistan 6.33 1970 
Uzbekistan 6.26 1971 
Vanuatu 7.12 1961 
Vanuatu 7.03 1962 
Vanuatu 6.94 1963 
Vanuatu 6.84 1964 
Vanuatu 6.73 1965 
Vanuatu 6.63 1966 
Vanuatu 6.53 1967 
Vanuatu 6.43 1968 
Vanuatu 6.35 1969 
Vanuatu 6.27 1970 
Vanuatu 6.2 1971 
Venezuela 6.64 1961 
Venezuela 6.63 1962 
Venezuela 6.58 1963 
Venezuela 6.5 1964 
Venezuela 6.37 1965 
Venezuela 6.2 1966 
Venezuela 6.01 1967 
Venezuela 5.81 1968 
Venezuela 5.61 1969 
Venezuela 5.4 1970 
Venezuela 5.22 1971 
Vietnam 6.39 1961 
Vietnam 6.43 1962 
Vietnam 6.45 1963 
Vietnam 6.46 1964 
Vietnam 6.48 1965 
Vietnam 6.49 1966 
Vietnam 6.49 1967 
Vietnam 6.49 1968 
Vietnam 6.49 1969 
Vietnam 6.47 1970 
Vietnam 6.42 1971 
Yemen 7.53 1961 
Yemen 7.58 1962 
Yemen 7.62 1963 
Yemen 7.67 1964 
Yemen 7.71 1965 
Yemen 7.74 1966 
Yemen 7.76 1967 
Yemen 7.78 1968 
Yemen 7.79 1969 
Yemen 7.81 1970 
Yemen 7.85 1971 
Zambia 7.17 1961 
Zambia 7.21 1962 
Zambia 7.25 1963 
Zambia 7.27 1964 
Zambia 7.29 1965 
Zambia 7.3 1966 
Zambia 7.32 1967 
Zambia 7.33 1968 
Zambia 7.35 1969 
Zambia 7.37 1970 
Zambia 7.38 1971 
Zimbabwe 7.22 1961 
Zimbabwe 7.27 1962 
Zimbabwe 7.31 1963 
Zimbabwe 7.35 1964 
Zimbabwe 7.37 1965 
Zimbabwe 7.39 1966 
Zimbabwe 7.4 1967 
Zimbabwe 7.41 1968 
